Time:                    RO:
0.009000000000000001                        1.6591198086170417E12
0.01                        2.1532382153609595E12
0.011                        3.0891157829837305E12
0.0                        3.1683059108098027E12
0.001                        3.1875551168671943E12
0.002                        3.389544423842618E12
0.003                        3.5107259473166143E12
0.004                        3.911200297061792E12
0.005                        4.148348623025993E12
0.006                        4.3037629333123677E12
0.007                        4.940367840881632E12
0.008                        5.257474497540281E12
0.009000000000000001                        5.98496985277374E12
0.01                        6.109225880591618E12
0.011                        6.193330568010737E12
0.0                        6.204192974838221E12
0.001                        6.255331555484948E12
0.002                        6.386696471655179E12
0.0                        6.460176262684745E12
0.001                        6.465668940907905E12
0.002                        6.607317762720135E12
0.0                        6.670943256886692E12
0.001                        6.737904779570087E12
0.002                        6.946475978181373E12
0.0                        6.997174794452875E12
0.0                        7.014422827110941E12
0.0                        7.0512295105194795E12
0.0                        7.091080585824493E12
0.0                        7.147999940372523E12
0.0                        7.156197896650791E12
0.0                        7.180490340751309E12
